0.4380000000 0.2014041633
0.4360000000 0.2027045928
0.4340000000 0.2039070348
0.4320000000 0.2050170208
0.4300000000 0.2060398714
0.4280000000 0.2069807000
0.4260000000 0.2078444166
0.4240000000 0.2086357318
0.4220000000 0.2093591603
0.4200000000 0.2100190250
0.4180000000 0.2106194605
0.4160000000 0.2111644172
0.4140000000 0.2116576648
0.4120000000 0.2121027963
0.4100000000 0.2125032317
0.4080000000 0.2128622219
0.4060000000 0.2131828524
0.4040000000 0.2134680472
0.4020000000 0.2137205723
0.4000000000 0.2139430400
0.3980000000 0.2141379123
0.3960000000 0.2143075049
0.3940000000 0.2144539907
0.3920000000 0.2145794042
0.3900000000 0.2146856445
0.3880000000 0.2147744799
0.3860000000 0.2148475510
0.3840000000 0.2149063750
0.3820000000 0.2149523492
0.3800000000 0.2149867550
0.3780000000 0.2150107616
0.3760000000 0.2150254297
0.3740000000 0.2150317155
0.3720000000 0.2150304745
0.3700000000 0.2150224648
0.3680000000 0.2150083518
0.3660000000 0.2149887112
0.3640000000 0.2149640332
0.3620000000 0.2149347260
0.3600000000 0.2149011200
0.3580000000 0.2148634714
0.3560000000 0.2148219657
0.3540000000 0.2147767223
0.3520000000 0.2147277971
0.3500000000 0.2146751877
0.3480000000 0.2146188358
0.3460000000 0.2145586322
0.3440000000 0.2144944198
0.3420000000 0.2144259977
0.3400000000 0.2143531250
0.3380000000 0.2142755246
0.3360000000 0.2141928870
0.3340000000 0.2141048739
0.3320000000 0.2140111222
0.3300000000 0.2139112480
0.3280000000 0.2138048498
0.3260000000 0.2136915128
0.3240000000 0.2135708128
0.3220000000 0.2134423193
0.3200000000 0.2133056000
0.3180000000 0.2131602244
0.3160000000 0.2130057674
0.3140000000 0.2128418134
0.3120000000 0.2126679597
0.3100000000 0.2124838208
0.3080000000 0.2122890317
0.3060000000 0.2120832522
0.3040000000 0.2118661702
0.3020000000 0.2116375058
0.3000000000 0.2113970150
0.2980000000 0.2111444937
0.2960000000 0.2108797811
0.2940000000 0.2106027638
0.2920000000 0.2103133796
0.2900000000 0.2100116211
0.2880000000 0.2096975397
0.2860000000 0.2093712492
0.2840000000 0.2090329300
0.2820000000 0.2086828321
0.2800000000 0.2083212800
0.2780000000 0.2079486754
0.2760000000 0.2075655019
0.2740000000 0.2071723281
0.2720000000 0.2067698119
0.2700000000 0.2063587039
0.2680000000 0.2059398516
0.2660000000 0.2055142030
0.2640000000 0.2050828102
0.2620000000 0.2046468334
0.2600000000 0.2042075450
0.2580000000 0.2037663327
0.2560000000 0.2033247039
0.2540000000 0.2028842893
0.2520000000 0.2024468465
0.2500000000 0.2020142642
0.2480000000 0.2015885656
0.2480000000 0.1984114344
0.2500000000 0.1979857358
0.2520000000 0.1975531535
0.2540000000 0.1971157107
0.2560000000 0.1966752961
0.2580000000 0.1962336673
0.2600000000 0.1957924550
0.2620000000 0.1953531666
0.2640000000 0.1949171898
0.2660000000 0.1944857970
0.2680000000 0.1940601484
0.2700000000 0.1936412961
0.2720000000 0.1932301881
0.2740000000 0.1928276719
0.2760000000 0.1924344981
0.2780000000 0.1920513246
0.2800000000 0.1916787200
0.2820000000 0.1913171679
0.2840000000 0.1909670700
0.2860000000 0.1906287508
0.2880000000 0.1903024603
0.2900000000 0.1899883789
0.2920000000 0.1896866204
0.2940000000 0.1893972362
0.2960000000 0.1891202189
0.2980000000 0.1888555063
0.3000000000 0.1886029850
0.3020000000 0.1883624942
0.3040000000 0.1881338298
0.3060000000 0.1879167478
0.3080000000 0.1877109683
0.3100000000 0.1875161792
0.3120000000 0.1873320403
0.3140000000 0.1871581866
0.3160000000 0.1869942326
0.3180000000 0.1868397756
0.3200000000 0.1866944000
0.3220000000 0.1865576807
0.3240000000 0.1864291872
0.3260000000 0.1863084872
0.3280000000 0.1861951502
0.3300000000 0.1860887520
0.3320000000 0.1859888778
0.3340000000 0.1858951261
0.3360000000 0.1858071130
0.3380000000 0.1857244754
0.3400000000 0.1856468750
0.3420000000 0.1855740023
0.3440000000 0.1855055802
0.3460000000 0.1854413678
0.3480000000 0.1853811642
0.3500000000 0.1853248123
0.3520000000 0.1852722029
0.3540000000 0.1852232777
0.3560000000 0.1851780343
0.3580000000 0.1851365286
0.3600000000 0.1850988800
0.3620000000 0.1850652740
0.3640000000 0.1850359668
0.3660000000 0.1850112888
0.3680000000 0.1849916482
0.3700000000 0.1849775352
0.3720000000 0.1849695255
0.3740000000 0.1849682845
0.3760000000 0.1849745703
0.3780000000 0.1849892384
0.3800000000 0.1850132450
0.3820000000 0.1850476508
0.3840000000 0.1850936250
0.3860000000 0.1851524490
0.3880000000 0.1852255201
0.3900000000 0.1853143555
0.3920000000 0.1854205958
0.3940000000 0.1855460093
0.3960000000 0.1856924951
0.3980000000 0.1858620877
0.4000000000 0.1860569600
0.4020000000 0.1862794277
0.4040000000 0.1865319528
0.4060000000 0.1868171476
0.4080000000 0.1871377781
0.4100000000 0.1874967683
0.4120000000 0.1878972037
0.4140000000 0.1883423352
0.4160000000 0.1888355828
0.4180000000 0.1893805395
0.4200000000 0.1899809750
0.4220000000 0.1906408397
0.4240000000 0.1913642682
0.4260000000 0.1921555834
0.4280000000 0.1930193000
0.4300000000 0.1939601286
0.4320000000 0.1949829792
0.4340000000 0.1960929652
0.4360000000 0.1972954072
0.4380000000 0.1985958367
0.4380000000 0.2014041633
